"","h2","r_p_random","r_p_lm","r_p_ml","r_a_random","r_a_lm","r_a_ml"
"1",0.679357826039007,0.63000067090758,0.875586693262985,0.301248348085893,0.709302544487389,0.929571262655663,0.411917902323298
"2",0.681205065486109,0.631361694121834,0.878941027782962,0.305179783150218,0.709478600052355,0.927671599590043,0.409996531601724
"3",0.678078591556702,0.624162761832203,0.88177870655545,0.299585579794189,0.702791165287303,0.923826329655805,0.403430397620101
"4",0.682234625881078,0.632825084575921,0.882685413021276,0.299695645677199,0.709235677988826,0.923613107254968,0.3988514184482
"5",0.679505871663545,0.631811720574384,0.873561288126146,0.30137693948322,0.710469265669183,0.92547887022126,0.402828507197274
"6",0.677428945482801,0.625924201276202,0.876384502371593,0.300151567010823,0.708426973711606,0.9211536434765,0.409056953690551
"7",0.679208923144431,0.628104439074551,0.879184854608771,0.312720593786257,0.715894000762344,0.926226714116774,0.409167501441367
"8",0.67760954332476,0.632027443672418,0.87408130108091,0.305212189731128,0.712242489143151,0.918753135548612,0.412555741703232
"9",0.68336771375477,0.633076334867071,0.871314541167066,0.308494996093704,0.714591143208365,0.918457001158498,0.411028286508971
"10",0.678587167655173,0.627388221857018,0.870142225685296,0.307365913733365,0.712081684597853,0.921093395078711,0.409055987890512
"11",0.676050031990048,0.62531313071322,0.874816231626147,0.30958870719362,0.717286448192129,0.921089315463626,0.401621196157832
"12",0.680983066257675,0.636074136014815,0.873632952835772,0.307413209746994,0.711059695795103,0.911532056015401,0.415232677338246
"13",0.685144818529355,0.637063076130764,0.870800807722469,0.308622572165331,0.706374459551658,0.925789122199422,0.400513301577022
"14",0.683161845237066,0.627692025806373,0.881599810013752,0.304453171441338,0.714508350925955,0.924290030644494,0.401578589700298
"15",0.680766155380311,0.633827750132246,0.880135328550383,0.31087611555114,0.715559444247487,0.917959926783769,0.396387063822289
"16",0.682214460449003,0.634485409201082,0.874096228112768,0.308934227098419,0.717120115059503,0.927387000652326,0.402186852526803
"17",0.68150321806958,0.637908138333696,0.880565999039921,0.3064998179311,0.70928638319735,0.925306394964305,0.400099974265505
"18",0.685379426246959,0.632943324074132,0.883456224160166,0.306142957269731,0.71242802616946,0.930228387130878,0.394697958194087
"19",0.685006818638884,0.629727803609542,0.874780183551951,0.307143416973844,0.712271266189181,0.924789548768121,0.402430960372855
"20",0.682374948780351,0.635770361099013,0.879631389531962,0.305649095116301,0.709933818431191,0.929463006372784,0.399259884915704
"21",0.677981743219545,0.628125151074714,0.874234395880453,0.307264157981114,0.718353648600789,0.927154253555257,0.399335078927562
"22",0.681596687094056,0.6383233414441,0.880859166110688,0.300900943245493,0.70587322018611,0.930804311567264,0.402344683338484
"23",0.686768826095165,0.633957975218275,0.881957082597216,0.305266905980865,0.707687370982097,0.927490236980403,0.405572384887173
"24",0.678828340150721,0.631343983973841,0.876008226082404,0.30650625192629,0.709032332460445,0.922482574721888,0.406500303468329
"25",0.681049804989476,0.627072269337381,0.878636486272067,0.306821708547387,0.709166669884088,0.912046452879094,0.403118344066492
"26",0.685123917010869,0.630420325794452,0.878712063252381,0.313418810643023,0.704231672741544,0.908412801496827,0.404892936847183
"27",0.678400142390138,0.629502315702484,0.879132681870748,0.303751169313812,0.711056049303318,0.931743138071643,0.400802008218213
"28",0.686654132940962,0.635218872870702,0.878355388109089,0.309023104036945,0.713078304840657,0.924990114767187,0.408811222905628
"29",0.685220028245472,0.633151630169182,0.882743434258354,0.299233727337482,0.712545261070571,0.92820537003469,0.412245211881009
"30",0.681538514483372,0.634744510967221,0.880581073988193,0.308662093771162,0.706995812002782,0.919779711839247,0.413836255365698
"31",0.682279010401332,0.630432135435462,0.875249683995095,0.305229696151985,0.716574875213103,0.926659210233565,0.395106716857087
"32",0.677191434016372,0.624149403784748,0.876554420666773,0.302568383695388,0.712564224619112,0.923625751519068,0.39895865334523
"33",0.6828172457403,0.63839250181293,0.877608197403999,0.312192819920603,0.718916760356737,0.926037699818022,0.413651914168353
"34",0.681351935612234,0.624479292319453,0.879684581325289,0.296904623244449,0.710478495878058,0.921242199852535,0.407265736630096
"35",0.678129903369915,0.628073054113329,0.879058668120289,0.309172979230673,0.719561979383668,0.921199651886248,0.398522862442482
"36",0.679387997737425,0.62810950025532,0.87628840105169,0.30217892037639,0.709108083028438,0.920809520770672,0.404134070351309
"37",0.682566533958111,0.63653304811156,0.88523444074825,0.305602455359664,0.71678693938499,0.922976572244288,0.392930327005345
"38",0.679088882336819,0.634076951652484,0.880063451587203,0.307641968856798,0.70751786689042,0.918109590926402,0.40479065189939
"39",0.680274718754592,0.636510376075898,0.87724022669424,0.298404741275825,0.705993461420427,0.928474870451042,0.412072905949835
"40",0.680609692551132,0.629868892163662,0.879903327147093,0.300376269566185,0.714162715764252,0.927844411828518,0.404611304780719
"41",0.680695482938375,0.631588431565658,0.880099780696704,0.304668574126407,0.714841303186195,0.926158630598536,0.401835596104145
"42",0.680335165024819,0.634812676454573,0.883975743365998,0.300150964728093,0.71505284765125,0.925483273907176,0.399287202076653
"43",0.676692094073011,0.624799471920273,0.873829261086617,0.304497407641902,0.710911877382389,0.925825444634245,0.409433557027873
"44",0.683941120963174,0.631585488492123,0.881307857516263,0.303217118516756,0.710084829968048,0.922883676482238,0.409134736593871
"45",0.682208843711002,0.625815625001397,0.881912234643005,0.306420065316625,0.709247853666593,0.922690704798334,0.401803221267909
"46",0.682399246837401,0.639582038169409,0.880238285807445,0.309565560136603,0.705926468635402,0.912400563583071,0.409807644177965
"47",0.679445172152616,0.626707181367206,0.875663202880545,0.311978561144954,0.712210723393772,0.91374333088996,0.407128707509925
"48",0.680864357191199,0.633084216017199,0.875037361922286,0.308963586466365,0.70968842125371,0.9200102752723,0.397003477292278
"49",0.683677128597305,0.636906606234147,0.877178853182566,0.309753703169206,0.713764446657629,0.925318203896276,0.391077456974765
"50",0.682795886830878,0.632883850219768,0.882624027679895,0.30151439401732,0.701461544499567,0.912960953305946,0.394556309269435
"51",0.680692225683891,0.634744805529426,0.880024333383321,0.302862502313288,0.707396560701302,0.921181736762052,0.408254119487516
"52",0.682135693883528,0.632646537355471,0.876745859010685,0.305146286211659,0.711496656379806,0.920462350890762,0.40410138713784
"53",0.6814414219746,0.630140196137591,0.882182939414189,0.306529975904054,0.709531298592254,0.926640468086199,0.408155199029072
"54",0.681278719473239,0.62286122127729,0.876286870333371,0.305990160899637,0.704830603596042,0.924846787467795,0.397606814306913
"55",0.67767310434371,0.629726291659115,0.884078828284147,0.304291905050833,0.710949489406332,0.932693900751118,0.396637180878092
"56",0.679860291201211,0.629633421855972,0.881356243423127,0.307032669271098,0.714080965218912,0.922032090229452,0.415175031344701
"57",0.677521381415797,0.632894847008169,0.881638870650712,0.299258694699113,0.710296694031696,0.923838692200081,0.39999092118373
"58",0.680096248297334,0.628999928599187,0.88590562233244,0.302802865180019,0.704760983470805,0.93122424187204,0.411515112040607
"59",0.681353634612798,0.633198322087056,0.877438928056306,0.308185758087432,0.716663731843549,0.926581370539922,0.417572767195386
"60",0.68041522045946,0.634464260341259,0.873617351571802,0.306953727596342,0.716156412887688,0.915387387615093,0.408061408050436
"61",0.681702725541922,0.631119694382312,0.880383241692267,0.308395997602968,0.711096007222976,0.928594087882102,0.392145137740734
"62",0.683654313418718,0.63443480495472,0.878876305924937,0.306481629231534,0.714562942199446,0.92280059087978,0.396986300164113
"63",0.678172592738482,0.629589166811602,0.870289517271561,0.304290611706146,0.711038034499652,0.92373657394748,0.405404509212872
"64",0.682468232464164,0.633519865613255,0.880845918198193,0.305003612091788,0.716309678730265,0.925360798361043,0.403955485971047
"65",0.677724379669847,0.627089219580888,0.879901757813736,0.301255312335142,0.713834130109484,0.91950346225974,0.399981796822553
"66",0.680554099474824,0.637283955527246,0.882134227860469,0.303668930093539,0.714428652874612,0.93590575960796,0.402643526324383
"67",0.683949625537702,0.638743786606412,0.881849814630784,0.303822728824392,0.712106296336965,0.92448614356988,0.405990722243715
"68",0.683274485188372,0.637290603293168,0.877345683235413,0.309966614399803,0.714472502014078,0.921069839036073,0.411705841056505
"69",0.681847737607129,0.632827729062386,0.876063180618499,0.302277254464913,0.713098742352566,0.926761409932893,0.41253643847121
"70",0.677901807860538,0.633912521742575,0.879441114069516,0.305947106443688,0.712370259569207,0.923505359092415,0.40442383349087
"71",0.678424654124485,0.631509199493273,0.869220089831742,0.304967423785457,0.717703397392837,0.913737797178331,0.400037621940511
"72",0.684479487580931,0.636864969778504,0.880414724566831,0.308571460137139,0.712751548782697,0.920916573969282,0.40945394156175
"73",0.68137703379507,0.630555455581077,0.874526968514571,0.306344772746925,0.711942807225586,0.919100617799617,0.404484482549742
"74",0.681196758049946,0.61939873958508,0.875846630294211,0.311432617378293,0.714987968475933,0.923143880483788,0.401689980161748
"75",0.678829160089755,0.640868986639175,0.881934513549998,0.302041048670579,0.707057671384277,0.919775353766437,0.405538407852188
"76",0.685225115057548,0.635579398692674,0.87688312710692,0.306963700891347,0.713451456345523,0.926581209045119,0.408691584438787
"77",0.681671983901209,0.637284488447347,0.877956571696736,0.307729411218452,0.713867311180765,0.912629035357153,0.412185182990131
"78",0.680251837637174,0.635217494474953,0.883935705211369,0.301705542453852,0.714358114933291,0.927810990125638,0.400023191258198
"79",0.679853514951177,0.623634413760545,0.876986465317914,0.308964190420715,0.711526166420773,0.919865574429262,0.400991741137034
"80",0.686593861468706,0.631628677324538,0.882460886751764,0.310097785422344,0.718473184167899,0.92644343644915,0.397032638793868
"81",0.678020044624019,0.632921907575581,0.882511409312622,0.299656782949598,0.712275222040591,0.929998842226177,0.403933462451273
"82",0.681202931419549,0.625117317314567,0.877336848672346,0.304389266671202,0.71045922394498,0.932471029286975,0.404529046563328
"83",0.681176005935802,0.634251528997077,0.878623442424168,0.307714886289716,0.714642438695589,0.9293296184788,0.406585189188076
"84",0.680321888777219,0.626842581227032,0.875299257686432,0.303237372965325,0.71299132988948,0.923574394948874,0.404822298275051
"85",0.682174453339418,0.632268394189369,0.880646329714863,0.300704677856243,0.706522468097323,0.925554196540767,0.404976622342812
"86",0.682123500393772,0.628500243183773,0.88265870518215,0.302293330325665,0.705676259901021,0.923712766784121,0.400387657272507
"87",0.682784132250678,0.629083260375623,0.880489381321281,0.304578797112778,0.710019373523876,0.929167267438709,0.423077045706523
"88",0.675655972602516,0.631632148681366,0.8717855545957,0.302656403886615,0.707791094785996,0.926623257682579,0.416912510048994
"89",0.682012429411803,0.628358155320357,0.875371115449805,0.311137258358012,0.707812643133023,0.912541107271421,0.405374012711494
"90",0.681279425195489,0.635105382064692,0.880260546641725,0.302612661439233,0.70915841142406,0.92495100678186,0.394482543193388
"91",0.679215206712076,0.626073040788755,0.877549711274253,0.304193505468148,0.71497019276261,0.928442252194501,0.394709912996701
"92",0.68478536148087,0.629807483192387,0.872472907395998,0.311275697839798,0.717723789286544,0.922742937197065,0.413653971228978
"93",0.684248888233188,0.641751301774444,0.88278748139084,0.302368232509523,0.706304134301018,0.929580126107652,0.405945738613872
"94",0.682016947007533,0.631174682148161,0.884406922390615,0.306732117834941,0.70769409583957,0.927491171858527,0.40693738201695
"95",0.685171054640535,0.635989284289691,0.87985794693579,0.309392693059381,0.707919632538594,0.92699421445582,0.404454821236292
"96",0.680638749478629,0.629496113646697,0.881257751321716,0.310266937074783,0.707691719505762,0.921518739066133,0.404076320534231
"97",0.682953986412158,0.636881700535452,0.877442599038636,0.306281211250341,0.726260924055121,0.92553356411333,0.406112016350195
"98",0.68175375552734,0.631309993226225,0.884491173451465,0.302236898427371,0.706829404573096,0.928731168116951,0.402969684329373
"99",0.678308550203053,0.62617089309463,0.876979476889005,0.307036662116244,0.711791088345303,0.926117907016969,0.405377764255963
"100",0.680178910849479,0.63013472363735,0.877585567074447,0.301943605935781,0.713756982301731,0.937010573074648,0.400407791558723
