"","core_links_removed","z_score","p_value"
"h2",0.659589801166136,4.85258287760689,0
"r_p_random",0.649236519171269,0.781271111215141,0.73
"r_p_lm",0.881617503342902,-1.10299379087741,0.13
"r_p_ml",0.317716040862575,0.0755274771563402,0.5
"r_a_random",0.729228173343498,0.9701971406296,0.82
"r_a_lm",0.927490503174409,-0.37646833594638,0.37
"r_a_ml",0.415488586991098,1.12973835159542,0.87
