"","core_links_removed","z_score","p_value"
"h2",0.703453541190263,9.06779011917332,0
"r_p_random",0.637985584354196,1.45406021914612,0.94
"r_p_lm",0.880242840082023,0.467029802867871,0.64
"r_p_ml",0.317375487130503,3.30130356623527,1
"r_a_random",0.722417876878203,2.63225129819849,0.99
"r_a_lm",0.9235383829853,-0.0676276351923416,0.4
"r_a_ml",0.409193934725051,0.761566288472067,0.79
