"","core_sp_removed","z_score","p_value"
"h2",0.858923819789714,20.1179243883588,0
"k",1.02040816326531,-14.2741208935977,0
"r_p_random",0.573721061655504,-9.09579907097814,0
"r_p_lm",0.773742474907009,-11.2366393076844,0
"r_p_ml",0.354228873531642,3.81251043340521,1
"r_a_random",0.679179281194186,-5.2111761761835,0
"r_a_lm",0.834610973152818,-8.59084433793563,0
"r_a_ml",0.498990545680767,5.56711908293389,1
