"","h2","k","r_p_random","r_p_lm","r_p_ml","r_a_random","r_a_lm","r_a_ml"
"1",0.651680693378167,1.92631578947368,0.649111516760392,0.8816392355798,0.324138301510716,0.732013083000226,0.931544135772698,0.414798831740507
"2",0.651962493508154,1.92063492063492,0.648986205140956,0.878532761081685,0.313287104449906,0.721510109291198,0.926119004059823,0.396857558062011
"3",0.650926582777936,1.91005291005291,0.637496183948033,0.877355208259675,0.310730257689429,0.718480253125416,0.925321065619851,0.402780031841567
"4",0.650577830166332,1.91798941798942,0.635166878057715,0.882608412955897,0.314131825631658,0.717630189028138,0.930127449759339,0.400541035097855
"5",0.654021450744448,1.89182058047493,0.643917312748079,0.882389517932651,0.315115061255139,0.720263516518982,0.921291282050204,0.413709260928939
"6",0.651585622813939,1.92894736842105,0.654245372956577,0.884727327250674,0.324232762345232,0.724795744720243,0.933812778055743,0.412142053609722
"7",0.650889114404474,1.91489361702128,0.628446196255746,0.874056953126351,0.306314326666301,0.710906900175771,0.91032746462131,0.399789254052275
"8",0.651595340727093,1.91842105263158,0.651745140967727,0.886130385111218,0.321761062512252,0.726223373596344,0.93282907225309,0.409012283300209
"9",0.650395132152575,1.92348284960422,0.647478094163296,0.881087475394045,0.317595309530792,0.719985737446068,0.93270828129602,0.403750170285555
"10",0.653281038273553,1.8994708994709,0.631053901473858,0.876781684981945,0.311311140179,0.7151710987475,0.915095847127626,0.411575874250528
"11",0.650427376510879,1.93103448275862,0.637711435844456,0.878067422525979,0.315856431628381,0.712674915352829,0.912559919151875,0.393511030677369
"12",0.654905426047539,1.87903225806452,0.627681879962305,0.85359020974638,0.313215657035123,0.700091966744945,0.890205875937218,0.400005941908541
"13",0.6559000977645,1.85135135135135,0.619224435124073,0.837486312368296,0.309261644815134,0.695684787724443,0.890877348696497,0.394498379431674
"14",0.649476204527696,1.91397849462366,0.6254728812268,0.856649475488496,0.309135229906696,0.701536760236347,0.89586228704261,0.389513004285551
"15",0.652836952539405,1.89866666666667,0.63314929429946,0.86377101057751,0.31482739650105,0.703216841730564,0.913864241009329,0.392617551503006
"16",0.653726697000588,1.87466666666667,0.630629179025749,0.859143422768204,0.314140481657488,0.707702406311867,0.914371736239412,0.396767004958356
"17",0.652749091651239,1.90526315789474,0.649525263302625,0.881759058140286,0.321540190347974,0.733554559819312,0.93255935121241,0.408769903780668
"18",0.652080184535701,1.88328912466844,0.634877224375261,0.873576079501853,0.311282976781742,0.71120806134968,0.917388242360339,0.398796648060921
"19",0.651425201386623,1.93157894736842,0.64918650208222,0.885817649188895,0.320244078509352,0.72382635922069,0.929485562431449,0.409665398634704
"20",0.653342672698201,1.87466666666667,0.632010161794658,0.863232264132755,0.312169146542575,0.709244781648923,0.910471218954039,0.398782031371041
"21",0.651221977836572,1.91511936339523,0.637366915391563,0.875082261018696,0.312822225633956,0.709920341655974,0.915065765939535,0.402605946149448
"22",0.653073348107558,1.91777188328912,0.636271807286052,0.867068852848502,0.318892541656192,0.718732276267906,0.91066277995401,0.403620594091884
"23",0.652612603298579,1.88624338624339,0.639946422881051,0.873070123371467,0.313801434666546,0.725525508734363,0.921372703891621,0.403753299447605
"24",0.651982317747355,1.92612137203166,0.647259525728327,0.880906590846056,0.319459296075698,0.730300176366942,0.922603542236557,0.4094414831592
"25",0.653249486318199,1.88203753351206,0.62250839969079,0.858653407772938,0.311333112176525,0.703408686578566,0.902265668297536,0.385199598809257
"26",0.65174173493656,1.92063492063492,0.637412180231058,0.874947677850497,0.317192098476619,0.709485094839356,0.917664195315254,0.406949056879829
"27",0.65205724898465,1.91489361702128,0.626304306628678,0.865325300057717,0.307607653010065,0.707164766305935,0.903185425609651,0.404262357358969
"28",0.653262788326166,1.9,0.647350581411813,0.8856527853167,0.315435998792431,0.722027003678731,0.930057497288031,0.407396748518249
"29",0.652720660296848,1.89473684210526,0.64335353036159,0.882112072774572,0.315316833945343,0.713977409863347,0.922654231999675,0.408769838368996
"30",0.651005381539082,1.91511936339523,0.634020298846597,0.876325846060515,0.315356562063756,0.712918241093329,0.921417973700776,0.401469901545266
"31",0.651130058469877,1.91292875989446,0.639718443270484,0.883002739750805,0.316869996623725,0.72682358108114,0.931455712866061,0.403839664785148
"32",0.650704120317218,1.93617021276596,0.633635137764537,0.868714396897732,0.313716997066912,0.714907241821218,0.913025961817599,0.398809695789507
"33",0.65214221640167,1.89973614775726,0.645323535216931,0.881833690503272,0.313734164191687,0.720862663866407,0.931126133370675,0.405241740370971
"34",0.65097448017985,1.92838196286472,0.639059432841839,0.868372864289231,0.316864310784053,0.717726619811105,0.914125661064156,0.408874266835064
"35",0.65156356149474,1.89487870619946,0.614578665867129,0.847965887778523,0.309671825363961,0.693693012022173,0.890950482312467,0.389886276949288
"36",0.653742365582396,1.89572192513369,0.627476572265364,0.856609965694484,0.319324245310977,0.709680074134368,0.90810156861708,0.408140441119597
"37",0.651608969135582,1.90716180371353,0.634272395850989,0.877769073302964,0.306792174199406,0.709924525357163,0.919485125573232,0.386316816722078
"38",0.651366948776035,1.92084432717678,0.644506982444048,0.880558695038446,0.318158248196368,0.713520980789291,0.926291166328859,0.411332506858236
