"NODF_complete_net","NODF_core_removed","p_value","subnetwork"
6.89223875577787,5.00465947532567,0,"general"
6.89223875577787,5.72253369283655,0,"pollination"
6.89223875577787,6.49425291846447,0,"ant"
6.89223875577787,6.55265547001582,0,"dispersal"
